Año,Suicidios,"Por cada 100,000 Habitantes"
2016.0,6289.0,5.2
2015.0,6282.0,5.2
2014.0,6215.0,5.2
2013.0,5751.0,4.9
2012.0,5409.0,4.6
2011.0,5602.0,4.8
2010.0,4899.0,4.3
2009.0,5059.0,4.5
2008.0,4668.0,4.2
2007.0,4308.0,3.9
2006.0,4266.0,3.9
2005.0,3571.0,4.0
2004.0,3414.0,3.9
2003.0,3390.0,3.9
2002.0,3189.0,3.7
2001.0,3110.0,3.7
2000.0,2937.0,3.4
1999.0,2830.0,3.3
1998.0,2827.0,3.4
1997.0,2828.0,3.5
1996.0,2523.0,3.1
1995.0,2449.0,3.1
1994.0,2210.0,2.8
